country,datetime_utc,price_eur,granularity_minutes,source,ingestion_ts
DE,2026-08-25T00:00:00.000Z,142.42,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T01:00:00.000Z,140.01,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T02:00:00.000Z,141.62,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T03:00:00.000Z,149.58,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T04:00:00.000Z,171.42,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T05:00:00.000Z,180.66,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T06:00:00.000Z,171.41,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T07:00:00.000Z,145.44,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T08:00:00.000Z,117.46,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T09:00:00.000Z,83.15,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T10:00:00.000Z,67.16,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T11:00:00.000Z,62.21,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T12:00:00.000Z,68.46,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T13:00:00.000Z,85.0,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T14:00:00.000Z,114.4,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T15:00:00.000Z,147.05,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T16:00:00.000Z,178.78,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T17:00:00.000Z,209.31,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T18:00:00.000Z,205.14,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T19:00:00.000Z,182.49,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T20:00:00.000Z,172.27,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T21:00:00.000Z,159.66,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T22:00:00.000Z,164.03,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-25T23:00:00.000Z,157.06,60,smard,2026-09-04T23:15:12.883Z
DE,2026-08-26T00:00:00.000Z,151.64,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T01:00:00.000Z,149.6,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T02:00:00.000Z,151.76,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T03:00:00.000Z,160.47,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T04:00:00.000Z,185.13,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T05:00:00.000Z,195.54,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T06:00:00.000Z,193.52,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T07:00:00.000Z,166.62,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T08:00:00.000Z,137.48,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T09:00:00.000Z,120.66,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T10:00:00.000Z,98.61,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T11:00:00.000Z,89.54,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T12:00:00.000Z,91.97,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T13:00:00.000Z,102.55,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T14:00:00.000Z,122.51,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T15:00:00.000Z,156.97,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T16:00:00.000Z,185.63,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T17:00:00.000Z,211.25,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T18:00:00.000Z,201.78,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T19:00:00.000Z,178.69,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T20:00:00.000Z,163.59,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T21:00:00.000Z,151.11,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T22:00:00.000Z,148.55,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-26T23:00:00.000Z,142.18,60,smard,2026-09-04T23:15:21.266Z
DE,2026-08-27T00:00:00.000Z,135.17,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T01:00:00.000Z,134.42,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T02:00:00.000Z,136.19,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T03:00:00.000Z,146.56,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T04:00:00.000Z,167.58,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T05:00:00.000Z,174.14,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T06:00:00.000Z,160.39,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T07:00:00.000Z,124.65,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T08:00:00.000Z,104.1,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T09:00:00.000Z,57.58,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T10:00:00.000Z,21.68,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T11:00:00.000Z,6.57,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T12:00:00.000Z,14.19,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T13:00:00.000Z,45.38,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T14:00:00.000Z,96.15,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T15:00:00.000Z,141.7,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T16:00:00.000Z,173.81,60,smard,2026-09-04T23:15:26.832Z
DE,2026-08-27T17:00:00.000Z,199.26,60,smard,2026-09-04T23:15:26.832Z
